LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC002325,0.35660038538387406,0.32094034684548667,6.09,0.27587379459578915,0.28351012536162007,0.02503214400514304,Adversity,Std,549,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.09. 549 anomalous readings detected. Inspect high-consumption appliances.
MAC000313,0.3543808530829856,0.31894276777468705,6.05,0.29069877946539874,0.28530426463340386,0.02365697387875801,Adversity,Std,531,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.05. 531 anomalous readings detected. Inspect high-consumption appliances.
MAC004486,0.3530859816199377,0.31777738345794393,6.03,0.27238725646531564,0.28254091971940765,0.02431800467653936,Adversity,Std,646,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.03. 646 anomalous readings detected. Inspect high-consumption appliances.
MAC001765,0.3529871357049094,0.3176884221344185,6.02,0.29399175729532695,0.28600045975501626,0.023644543693146367,Adversity,Std,757,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.02. 757 anomalous readings detected. Inspect high-consumption appliances.
MAC005295,0.351641867515639,0.31647768076407506,6.0,0.2404454568629643,0.28435674557701446,0.022806674306157244,Affluent,Std,830,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £6.00. 830 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004575,0.3512562001261034,0.31613058011349304,5.99,0.3650516521725416,0.2850458691480693,0.0227111426543648,Adversity,Std,1281,Balanced Users,Shift approximately 0.32 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.99. 1281 anomalous readings detected. Inspect high-consumption appliances.
MAC005108,0.3492885924908425,0.3143597332417582,5.96,0.19775747161281876,0.28439556122950016,0.023568692919571834,Adversity,Std,654,Peak Hour Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.96. 654 anomalous readings detected. Inspect high-consumption appliances.
MAC004074,0.3485861538461539,0.31372753846153845,5.95,0.25473818916899194,0.2863465794284615,0.02309246608294044,Adversity,Std,400,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.95. 400 anomalous readings detected. Inspect high-consumption appliances.
MAC005314,0.34790240080771817,0.31311216072694636,5.94,0.2450229530332791,0.28553790897356757,0.022896907795050228,Affluent,Std,848,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.94. 848 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001132,0.34680289190766106,0.31212260271689496,5.92,0.2613495065591978,0.28477136419890203,0.02284771364198902,Adversity,ToU,739,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.92. 739 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC003958,0.3453078629014396,0.3107770766112956,5.89,0.25636455559056753,0.2858824751549569,0.021607396377990928,Affluent,Std,705,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.89. 705 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005280,0.3446021362038273,0.3101419225834446,5.88,0.31237578291997214,0.28592901878914406,0.022713987473903966,Affluent,Std,1027,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.88. 1027 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002517,0.34423283076493577,0.30980954768844216,5.87,0.2398355040294703,0.283285030901917,0.021788470267816613,Affluent,Std,695,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.87. 695 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002569,0.3414232271356784,0.3072809044221106,5.83,0.33131098773436685,0.28490625327327956,0.021786948779721378,Adversity,Std,868,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.83. 868 anomalous readings detected. Inspect high-consumption appliances.
MAC002950,0.3400683194214876,0.3060614874793388,5.8,0.2494278723413054,0.28447859948997173,0.02315803983734234,Adversity,Std,605,Balanced Users,Shift approximately 0.31 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.80. 605 anomalous readings detected. Inspect high-consumption appliances.
MAC004228,0.33842116205912864,0.30457904585321577,5.78,0.2271732235332274,0.2863490416112607,0.023351603801122174,Adversity,Std,809,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.78. 809 anomalous readings detected. Inspect high-consumption appliances.
MAC002611,0.33785535108695647,0.3040698159782608,5.77,0.28303737934725753,0.2845287492590397,0.02175808082569127,Affluent,Std,767,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.77. 767 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002485,0.3382363384743412,0.30441270462690706,5.77,0.25628520884209793,0.28569446371583185,0.02164562231164146,ACORN-U,Std,810,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.77. 810 anomalous readings detected. Inspect high-consumption appliances.
MAC002600,0.3372224079988852,0.30350016719899664,5.76,0.30728244192873577,0.28449898891290704,0.02175580503451642,Adversity,Std,543,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.76. 543 anomalous readings detected. Inspect high-consumption appliances.
MAC003348,0.3376612722619496,0.30389514503575465,5.76,0.24554540751540235,0.28222734327235105,0.024831867563372995,Affluent,Std,461,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.76. 461 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001620,0.33734397715472486,0.3036095794392524,5.76,0.2891934216442626,0.2861549451263069,0.023378141437755698,Adversity,Std,659,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.76. 659 anomalous readings detected. Inspect high-consumption appliances.
MAC002094,0.33687516778523485,0.30318765100671136,5.75,0.27801103916384257,0.2849713116129249,0.022548065630976746,Adversity,Std,326,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.75. 326 anomalous readings detected. Inspect high-consumption appliances.
MAC005211,0.3365716490079365,0.30291448410714283,5.74,0.2417447043165269,0.28591129744042365,0.022506619593998235,Affluent,Std,896,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.74. 896 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000155,0.33551137505536544,0.30196023754982887,5.73,0.2910705974158775,0.28505943985492643,0.021761031634092282,Affluent,Std,932,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.73. 932 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002702,0.3356089357680723,0.3020480421912651,5.73,0.3117791592069323,0.28573671156321623,0.02411227277008571,Affluent,Std,407,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.73. 407 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002878,0.33477110751096495,0.30129399675986845,5.71,0.201868120567157,0.28573877858930835,0.02297431677125124,Adversity,Std,455,Peak Hour Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.71. 455 anomalous readings detected. Inspect high-consumption appliances.
MAC002730,0.3326510973711077,0.29938598763399693,5.68,0.23888409957854406,0.28499361430395914,0.02148786717752235,Affluent,Std,982,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.68. 982 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001744,0.3326732179769392,0.2994058961792453,5.68,0.25305614546050476,0.2857751556866601,0.02359882005899705,Adversity,Std,738,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.68. 738 anomalous readings detected. Inspect high-consumption appliances.
MAC002088,0.33167032975073707,0.29850329677566334,5.66,0.2496214802963261,0.2847948511665326,0.02252614641995173,Adversity,Std,813,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.66. 813 anomalous readings detected. Inspect high-consumption appliances.
MAC001166,0.33027373727272724,0.29724636354545453,5.64,0.2384083141295764,0.28502384938560194,0.02274378494487791,Affluent,ToU,792,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.64. 792 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002808,0.32851671722391085,0.2956650455015198,5.61,0.20026045194142444,0.28450981013661286,0.022821642524327238,Adversity,Std,842,Peak Hour Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.61. 842 anomalous readings detected. Inspect high-consumption appliances.
MAC002727,0.3282977318565401,0.29546795867088604,5.6,0.2315303119730853,0.2880137212217165,0.022198034171119468,Affluent,Std,839,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.60. 839 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002583,0.3279913600891862,0.2951922240802676,5.6,0.2557601533833014,0.284469234791703,0.021753529719365523,Affluent,Std,583,Balanced Users,Shift approximately 0.30 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.60. 583 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000803,0.3266082858347804,0.2939474572513024,5.57,0.21170114797393733,0.28445547626434997,0.02382873099596649,Affluent,ToU,729,Peak Hour Users,Shift approximately 0.29 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.57. 729 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002622,0.3257177743705942,0.29314599693353477,5.56,0.20575024406790338,0.2842745110390224,0.024188214544423797,Affluent,ToU,832,Peak Hour Users,Shift approximately 0.29 kWh/day from peak to off-peak hours. Estimated monthly saving: £5.56. 832 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
